fps
72
72
75
77
76
73
79
80
84
81
78
77
83
82
75
80
81
82
83
81
82
84
83
80
81
82
80
83
84
80
78
81
81
81
81
83
83
82
82
82
83
83
82
81
84
83
83
84
83
83
82
75
75
81
82
83
83
83
79
79
80
83
82
81
81
81
80
81
83
83
83
83
83
84
82
79
80
79
83
83
83
84
83
83
83
83
83
83
84
79
80
83
84
84
82
82
83
82
82
81
83
83
82
83
80
79
82
81
81
83
82
82
81
84
82
81
83
84
84
83
84
84
84
83
83
84
84
79
82
84
84
84
81
80
83
84
84
82
82
82
83
84
82
80
80
83
84
81
81
83
84
83
82
84
82
82
84
83
83
82
84
84
79
79
77
80
79
83
84
80
81
83
84
83
82
81
82
82
84
83
81
81
84
84
83
84
84
82
80
81
80
81
82
83
81
77
80
83
84
83
81
83
83
84
82
82
83
82
84
82
82
82
81
82
83
79
80
83
84
82
82
84
81
73
73
75
76
82
84
82
81
83
83
84
80
82
81
83
84
83
81
81
83
84
84
82
80
80
82
84
84
83
83
84
84
83
84
84
83
84
83
80
84
84
83
83
84
84
80
78
78
81
80
79
82
84
77
82
80
77
78
80
84
82
75
77
80
81
82
81
84
82
84
83
83
84
83
83
