fps
79
68
72
76
81
78
79
79
81
84
80
80
81
82
84
84
83
82
83
83
84
83
83
84
83
83
84
82
73
78
74
77
82
83
83
83
83
83
83
81
80
80
83
84
81
79
81
81
80
82
80
83
83
79
81
83
84
83
82
84
83
82
83
83
83
82
84
82
81
83
83
83
81
83
84
83
79
77
76
79
79
81
83
84
82
79
80
80
80
80
83
82
80
80
83
83
80
83
84
82
82
84
82
83
83
83
83
83
82
79
76
78
81
83
83
82
82
81
82
83
80
78
78
80
81
79
83
83
81
82
83
83
79
80
83
83
76
77
81
83
83
83
83
82
84
82
80
80
80
80
78
81
84
82
80
82
82
81
82
84
83
81
81
84
78
75
79
80
84
79
82
83
83
83
83
84
81
81
82
82
84
83
81
81
80
80
82
84
83
82
79
82
84
84
81
82
81
84
83
83
83
84
82
84
83
82
80
82
83
82
82
84
83
83
82
83
84
84
83
81
81
81
81
83
82
83
83
83
83
79
81
83
83
83
82
83
82
81
83
83
82
80
84
82
79
80
81
82
83
80
83
84
84
79
77
79
79
78
80
83
83
82
82
83
84
83
83
83
84
82
82
84
83
83
82
83
83
83
83
82
79
78
79
84
80
79
81
79
73
77
81
83
84
82
81
81
82
83
