fps
63
68
67
68
67
67
68
68
68
68
67
67
67
67
67
67
63
68
68
68
67
67
68
63
69
67
68
68
67
66
67
68
68
67
67
67
68
67
67
67
67
63
67
67
67
67
67
67
67
67
67
65
67
67
67
67
67
67
67
67
67
67
67
62
67
67
67
67
68
69
69
69
67
67
67
67
67
67
62
67
68
67
68
68
67
67
67
66
67
67
67
68
64
68
67
67
67
67
67
67
67
68
68
68
68
68
67
67
67
68
67
67
68
63
68
68
67
68
68
68
68
68
67
64
67
67
67
68
67
67
68
70
69
68
69
69
67
67
67
67
66
67
63
69
67
67
67
66
65
67
67
67
67
67
67
67
63
67
67
67
67
67
67
67
63
67
67
67
67
67
67
67
68
67
67
67
67
67
67
67
67
67
63
69
67
67
67
67
67
67
65
64
68
68
68
68
68
68
68
66
68
68
67
67
67
68
66
67
66
68
68
68
67
67
67
67
67
68
67
68
67
62
67
67
68
68
68
68
68
66
68
67
68
67
68
68
68
67
67
67
68
67
68
67
68
67
70
70
68
67
67
67
68
67
60
63
65
68
67
67
64
68
67
67
68
67
67
66
67
68
67
69
70
70
69
69
67
67
68
67
67
67
67
67
64
68
67
67
67
67
67
67
67
67
67
67
67
